"DOI","DIMENSION_Open_Access","DIMENSION_CITATIONS","DIMENSION_RECENT_CITATIONS","DIMENSION_RELATIVE_CITATION_RATIO","DIMENSION_FIELD_CITATION_RATIO","DIMENSION_Sustainable_Development_Goals"
"10.1097/mrr.0000000000000457","All OA; Green",2,2,0.63,2.38,
"10.1097/mrr.0000000000000458","Closed",5,5,3.08,5.94,
"10.1097/mrr.0000000000000459","Closed",3,3,1.07,3.57,"3 Good Health and Well Being"
"10.1097/mrr.0000000000000462","Closed",2,2,0.48,1.59,
"10.1097/mrr.0000000000000493","Closed",0,0,,0,
"10.1097/mrr.0000000000000495","Closed",3,3,0.71,3.57,
"10.1097/mrr.0000000000000501","Closed",1,1,0.35,0.96,
"10.1097/mrr.0000000000000530","Closed",2,2,,,
"10.1097/ncm.0000000000000608","All OA; Hybrid",0,0,,,
"10.1097/nmd.0000000000001094","Closed",0,0,,0,
"10.1097/nmd.0000000000001095","Closed",0,0,,0,
"10.1097/nmd.0000000000001418","Closed",0,0,,0,"3 Good Health and Well Being"
"10.1097/nnr.0000000000000398","Closed",1,1,0.27,0.46,
"10.1097/nnr.0000000000000573","Closed",1,1,,0.69,"3 Good Health and Well Being"
"10.1097/npt.0000000000000296","All OA; Hybrid",14,12,2.94,6.81,
"10.1097/npt.0000000000000304","All OA; Bronze",0,0,,0,
"10.1097/npt.0000000000000308","Closed",12,7,1.78,7.67,
"10.1097/npt.0000000000000329","All OA; Bronze",2,2,0.42,1.48,
"10.1097/npt.0000000000000358","All OA; Green",9,9,3.99,10.72,
"10.1097/npt.0000000000000375","Closed",2,2,,1.93,"4 Quality Education"
"10.1097/npt.0000000000000399","Closed",0,0,,,"3 Good Health and Well Being"
"10.1097/nrl.0000000000000304","Closed",2,2,0.59,0.94,
"10.1097/nrl.0000000000000313","Closed",2,2,0.31,1.61,
"10.1097/nrl.0000000000000333","Closed",1,1,0.51,0.8,
"10.1097/nrl.0000000000000374","Closed",1,1,,0.8,"3 Good Health and Well Being"
"10.1097/nrl.0000000000000453","Closed",0,0,,,"3 Good Health and Well Being"
"10.1097/nrl.0000000000000466","Closed",0,0,,,"3 Good Health and Well Being"
"10.1097/nrl.0000000000000480","Closed",0,0,,,
"10.1097/paf.0000000000000775","Closed",1,1,,,
"10.1097/pap.0000000000000305","Closed",6,6,1.85,4.46,
"10.1097/pas.0000000000001530","Closed",15,15,1.47,7.03,
"10.1097/pec.0000000000002017","Closed",1,1,,0.89,"3 Good Health and Well Being"
"10.1097/pgp.0000000000000827","Closed",0,0,,0,
"10.1097/phm.0000000000001264","Closed",1,0,0.27,0.49,
"10.1097/phm.0000000000001272","All OA; Green",10,7,1.44,4.94,
"10.1097/phm.0000000000001351","Closed",2,2,0.23,0.79,"4 Quality Education"
"10.1097/phm.0000000000001630","Closed",5,5,0.46,3.69,"4 Quality Education"
"10.1097/phm.0000000000001679","All OA; Bronze",0,0,,0,
"10.1097/phm.0000000000001861","Closed",1,1,,0.8,
"10.1097/phm.0000000000001913","Closed",3,3,,2.89,
"10.1097/ppo.0000000000000484","All OA; Green",5,5,0.37,1.72,"3 Good Health and Well Being"
"10.1097/pra.0000000000000662","Closed",1,1,,,
"10.1097/psy.0000000000000770","Closed",6,5,1.19,2.12,
"10.1097/psy.0000000000000819","Closed",13,13,1.68,5.62,"3 Good Health and Well Being"
"10.1097/psy.0000000000000868","All OA; Hybrid",16,16,1.91,5.45,
"10.1097/psy.0000000000001025","All OA; Hybrid",6,6,,3.63,
"10.1097/psy.0000000000001117","Closed",0,0,,,
"10.1097/pxr.0000000000000006","All OA; Green",2,2,1.17,1.93,
"10.1097/pxr.0000000000000190","Closed",0,0,,,
"10.1097/qad.0000000000002491","All OA; Bronze",9,9,0.73,4.22,
"10.1097/qai.0000000000002276","All OA; Bronze",0,0,,0,
"10.1097/qai.0000000000003048","Closed",0,0,,,
"10.1097/rct.0000000000000974","Closed",3,2,0.49,1.46,
"10.1097/rct.0000000000000997","Closed",5,4,0.73,2.34,
"10.1097/rct.0000000000001015","All OA; Bronze",0,0,,0,
"10.1097/rhu.0000000000000659","Closed",0,0,,0,
"10.1097/rhu.0000000000000971","All OA; Green",19,13,2.17,6.4,
"10.1097/rhu.0000000000001322","Closed",10,8,1.76,4.68,
"10.1097/rhu.0000000000001470","Closed",4,3,0.95,1.87,
"10.1097/rhu.0000000000001752","Closed",2,2,,1.61,
"10.1097/rli.0000000000000626","Closed",42,32,4.85,19.67,
"10.1097/rli.0000000000000640","Closed",36,30,4.02,16.87,
"10.1097/rli.0000000000000663","Closed",9,8,1.37,4.22,
"10.1097/rli.0000000000000665","Closed",2,1,0.24,0.94,
"10.1097/rli.0000000000000698","All OA; Green",20,17,2.13,7.11,
"10.1097/rli.0000000000000718","All OA; Green",6,6,1.51,2.81,
"10.1097/rli.0000000000000735","Closed",14,14,2.62,6.56,
"10.1097/rli.0000000000000744","All OA; Hybrid",17,17,4.09,7.96,
"10.1097/rli.0000000000000754","All OA; Green",5,5,1.19,4.02,
"10.1097/rli.0000000000000804","All OA; Hybrid",14,14,2.81,11.26,
"10.1097/rli.0000000000000854","Closed",5,5,,,
"10.1097/rli.0000000000000874","Closed",3,3,,,
"10.1097/rli.0000000000000877","Closed",3,3,,,
"10.1097/rli.0000000000000884","All OA; Hybrid",2,2,,,
"10.1097/rlu.0000000000002751","Closed",14,10,1.47,5.7,
"10.1097/rlu.0000000000003197","Closed",9,8,1.99,4.22,
"10.1097/rlu.0000000000003220","Closed",5,4,0.56,2.34,
"10.1097/rlu.0000000000003398","All OA; Hybrid",4,4,0.77,1.87,
"10.1097/rlu.0000000000003399","Closed",0,0,,0,
"10.1097/rlu.0000000000003419","Closed",1,1,,0.47,
"10.1097/rlu.0000000000003619","Closed",6,6,1.3,4.82,
"10.1097/rlu.0000000000003879","Closed",2,2,,1.33,
"10.1097/rlu.0000000000004335","Closed",1,1,,,
"10.1097/rmr.0000000000000244","All OA; Green",9,5,1.03,3.79,"3 Good Health and Well Being"
"10.1097/rmr.0000000000000296","All OA; Green",1,1,,,
"10.1097/rnj.0000000000000210","Closed",5,5,1.04,2.51,
"10.1097/rnj.0000000000000288","Closed",3,3,0.44,1.84,
"10.1097/rnj.0000000000000382","Closed",0,0,,,"4 Quality Education"
"10.1097/rnj.0000000000000388","Closed",0,0,,,
"10.1097/spv.0000000000000830","All OA; Green",4,4,0.67,3.69,
"10.1097/wco.0000000000000766","Closed",68,49,8.03,32.99,
"10.1097/wco.0000000000000772","Closed",1,1,0.23,0.49,
"10.1097/wco.0000000000000811","Closed",19,15,1.94,8.91,
"10.1097/wco.0000000000000816","Closed",16,13,2.29,6.09,
"10.1097/wco.0000000000000818","All OA; Green",60,58,4.71,28.12,"4 Quality Education"
"10.1097/wco.0000000000000821","All OA; Hybrid",21,19,2.58,7.99,"3 Good Health and Well Being"
"10.1097/wco.0000000000000823","All OA; Green",23,20,2.21,8.75,"3 Good Health and Well Being"
"10.1097/wco.0000000000000824","Closed",20,20,1.78,9.37,
"10.1097/wco.0000000000000828","Closed",27,25,2.74,12.65,
"10.1097/wco.0000000000000839","All OA; Green",6,6,0.94,1.87,
"10.1097/wco.0000000000000897","All OA; Green",2,2,0.56,0.97,
"10.1097/wco.0000000000000921","Closed",4,4,0.57,3.22,
"10.1097/wco.0000000000000922","All OA; Green",12,12,2.95,12.84,
"10.1097/wco.0000000000000928","Closed",7,7,1.66,5.63,
"10.1097/wco.0000000000000929","Closed",22,22,1.84,7.96,"3 Good Health and Well Being"
"10.1097/wco.0000000000000937","Closed",4,4,0.72,2.63,"3 Good Health and Well Being"
"10.1097/wco.0000000000000938","Closed",5,5,0.51,2.77,
"10.1097/wco.0000000000000940","Closed",0,0,,0,
"10.1097/wco.0000000000000946","Closed",8,8,1.95,6.44,
"10.1097/wco.0000000000000960","Closed",12,12,1.76,9.66,
"10.1097/wco.0000000000000983","Closed",19,19,2.91,6.86,
"10.1097/wco.0000000000000986","All OA; Green",10,10,1.33,6.55,
"10.1097/wco.0000000000001015","Closed",1,1,,0.8,
"10.1097/wco.0000000000001044","Closed",1,1,,,
"10.1097/wco.0000000000001045","Closed",3,3,,,
"10.1097/wco.0000000000001057","All OA; Hybrid",2,2,,,
"10.1097/wco.0000000000001058","Closed",2,2,,,
"10.1097/wco.0000000000001062","All OA; Hybrid",3,3,,,
"10.1097/wco.0000000000001063","All OA; Hybrid",4,4,,,
"10.1097/wco.0000000000001064","Closed",3,3,,,
"10.1097/wco.0000000000001066","Closed",5,5,,,"3 Good Health and Well Being"
"10.1097/wco.0000000000001067","Closed",1,1,,,"3 Good Health and Well Being"
"10.1097/wco.0000000000001068","Closed",0,0,,,
"10.1097/wco.0000000000001078","Closed",1,1,,,
"10.1097/wco.0000000000001114","Closed",0,0,,,
"10.1097/wnf.0000000000000378","Closed",2,1,0.15,0.94,
"10.1097/wnf.0000000000000391","All OA; Bronze",1,1,,0.47,
"10.1097/wnf.0000000000000407","Closed",1,1,,0.61,
"10.1097/wnf.0000000000000412","Closed",2,2,0.38,0.94,
"10.1097/wnf.0000000000000430","Closed",1,1,,0.8,"3 Good Health and Well Being"
"10.1097/wnf.0000000000000503","Closed",5,5,,,
"10.1097/wnf.0000000000000519","Closed",0,0,,,
"10.1097/wnf.0000000000000522","Closed",0,0,,,
"10.1097/wnn.0000000000000223","Closed",6,4,0.5,2.04,
"10.1097/wnn.0000000000000227","Closed",6,4,0.91,2.34,
"10.1097/wnn.0000000000000228","Closed",7,7,1.18,3.03,
"10.1097/wnn.0000000000000252","Closed",2,2,0.24,0.87,
"10.1097/wnn.0000000000000269","All OA; Green",10,10,1.89,6.04,
"10.1097/wnn.0000000000000314","All OA; Green",0,0,,,
"10.1097/wno.0000000000000802","Closed",8,7,1.03,3.88,
"10.1097/wno.0000000000000807","Closed",11,11,1.54,5.34,
"10.1097/wno.0000000000000894","Closed",5,5,1.45,2.43,
"10.1097/wno.0000000000000937","Closed",3,3,0.54,1.46,
"10.1097/wno.0000000000000955","All OA; Bronze",3,3,0.21,1.46,
"10.1097/wno.0000000000000991","All OA; Green",2,2,0.38,0.97,
"10.1097/wno.0000000000001001","Closed",2,2,0.63,0.97,
"10.1097/wno.0000000000001070","All OA; Green",3,3,0.92,1.46,
"10.1097/wno.0000000000001084","Closed",4,4,0.65,1.94,
"10.1097/wno.0000000000001099","Closed",1,1,,0.49,
"10.1097/wno.0000000000001165","Closed",3,3,0.85,1.46,
"10.1097/wno.0000000000001245","Closed",0,0,,0,
"10.1097/wno.0000000000001280","All OA; Hybrid",2,2,,1.78,
"10.1097/wno.0000000000001283","Closed",1,1,,0.72,
"10.1097/wno.0000000000001285","Closed",0,0,,0,
"10.1097/wno.0000000000001297","Closed",1,1,,0.89,
"10.1097/wno.0000000000001310","Closed",1,1,0.38,0.8,
"10.1097/wno.0000000000001326","All OA; Hybrid",6,6,2.68,5.33,
"10.1097/wno.0000000000001346","Closed",0,0,,0,
"10.1097/wno.0000000000001374","Closed",0,0,,0,
"10.1097/wno.0000000000001424","All OA; Green",1,1,,0.8,
"10.1097/wno.0000000000001534","Closed",1,1,,,
"10.1097/wno.0000000000001717","Closed",2,2,,,
"10.1097/wnp.0000000000000483","Closed",4,3,0.7,1.36,
"10.1097/wnp.0000000000000637","Closed",1,0,0.15,0.32,
"10.1097/wnp.0000000000000640","Closed",7,6,2.34,2.01,
"10.1097/wnp.0000000000000690","Closed",4,3,1.97,1.25,
"10.1097/wnp.0000000000000723","Closed",10,10,3.22,3.12,
"10.1097/wnp.0000000000000732","Closed",0,0,,0,
"10.1097/wnp.0000000000000734","Closed",4,4,1.25,1.87,
"10.1097/wnp.0000000000000738","Closed",2,2,0.16,0.71,
"10.1097/wnp.0000000000000748","Closed",0,0,,0,
"10.1097/wnp.0000000000000749","Closed",3,3,0.7,0.94,
"10.1097/wnp.0000000000000757","Closed",6,6,1.53,2.86,
"10.1097/wnp.0000000000000788","Closed",2,2,,0.94,"4 Quality Education"
"10.1097/wnp.0000000000000827","Closed",1,1,,0.89,
"10.1097/wnr.0000000000001616","Closed",1,1,,0.6,
"10.1097/wnr.0000000000001636","Closed",0,0,,0,
"10.1097/wnr.0000000000001702","Closed",3,3,1.18,1.81,
"10.1097/yco.0000000000000688","All OA; Green",21,21,2.94,9.45,"3 Good Health and Well Being"
"10.1098/rsob.200352","All OA; Gold",16,16,1.97,8.7,
"10.1098/rspb.2020.2793","All OA; Bronze",14,14,0.81,,
"10.1099/mgen.0.000586","All OA; Gold",3,3,0.7,1.23,
"10.1101/2021.01.25.428149","All OA; Green",4,4,0.42,1.82,
"10.1101/2021.01.27.21250559","All OA; Green",37,37,3.14,29.72,"3 Good Health and Well Being"
"10.1101/2021.03.19.436212","All OA; Green",30,29,0.9,12.99,
"10.1101/2021.08.23.21262472","All OA; Green",12,12,0.97,4.33,"3 Good Health and Well Being"
"10.1101/2021.09.10.21262933","All OA; Green",27,27,1.85,9.75,"3 Good Health and Well Being"
"10.1101/2022.06.10.22276253","All OA; Green",0,0,,,"3 Good Health and Well Being"
"10.1101/2022.08.17.22278896","All OA; Green",0,0,,,"3 Good Health and Well Being"
"10.1101/gad.335836.119","All OA; Gold",26,25,2.06,5.42,"15 Life on Land"
"10.1101/gad.338046.120","All OA; Gold",18,16,1.36,3.75,
"10.1101/gr.264705.120","All OA; Hybrid",10,10,1.44,4.73,
"10.1101/gr.265298.120","All OA; Hybrid",24,24,1.05,5.97,
"10.1101/mcs.a006182","Closed",2,2,,,
"10.1103/physreve.104.024417","All OA; Green",8,8,0.24,,
"10.1109/access.2020.3038909","All OA; Gold",6,6,0.31,,
"10.1109/embc44109.2020.9175672","Closed",3,3,0.41,2.21,
"10.1109/embc46164.2021.9629518","Closed",0,0,,0,
"10.1109/embc46164.2021.9629526","Closed",0,0,,0,
"10.1109/embc46164.2021.9630204","Closed",1,1,,0.93,
"10.1109/embc46164.2021.9630903","Closed",0,0,,0,
"10.1109/embc48229.2022.9871037","Closed",1,1,,,
"10.1109/embc48229.2022.9871213","Closed",2,2,,,
"10.1109/embc48229.2022.9871401","Closed",0,0,,,
"10.1109/embc48229.2022.9871533","Closed",0,0,,,
"10.1109/isbi48211.2021.9434127","All OA; Green",3,3,0.25,2.23,
"10.1109/jbhi.2019.2933138","Closed",1,1,,0.33,
"10.1109/jbhi.2019.2945077","Closed",0,0,,0,
"10.1109/jbhi.2019.2961844","All OA; Green",8,8,0.3,2.88,
"10.1109/jbhi.2020.2998187","All OA; Hybrid",19,19,3.97,13.18,
"10.1109/jbhi.2020.3019242","All OA; Green",15,15,2.17,12.3,
"10.1109/jbhi.2020.3021143","All OA; Hybrid",15,14,1.83,11.19,
"10.1109/jbhi.2020.3025049","All OA; Green",27,26,6.84,20.15,"3 Good Health and Well Being"
"10.1109/jbhi.2020.3041035","Closed",13,13,3.11,12.05,
"10.1109/jbhi.2021.3076707","All OA; Green",8,8,1.33,5.55,
"10.1109/jbhi.2021.3109119","Closed",2,2,,,
"10.1109/jbhi.2022.3151741","All OA; Green",7,7,,,
"10.1109/jbhi.2022.3208517","All OA; Green",3,3,,,
"10.1109/jtehm.2022.3172025","All OA; Gold",1,1,,,
"10.1109/ojemb.2021.3100416","All OA; Gold",1,1,,0.38,
"10.1109/ojemb.2022.3221306","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.1109/tbcas.2020.3008766","Closed",32,32,1.17,9.29,
"10.1109/tbme.2020.3048142","All OA; Hybrid",11,11,2.83,5.97,
"10.1109/tbme.2021.3056749","All OA; Green",1,1,0.39,0.54,
"10.1109/tbme.2021.3061998","All OA; Green",5,5,1.69,2.71,
"10.1109/tbme.2022.3166705","Closed",3,3,,,
"10.1109/tmi.2021.3114097","Closed",5,5,,,
"10.1109/tnb.2022.3170530","Closed",1,1,,,
"10.1109/tnsre.2019.2943064","All OA; Hybrid",9,7,1.6,2.23,
"10.1109/tnsre.2020.2970521","All OA; Bronze",0,0,,0,
"10.1109/tnsre.2020.2991636","Closed",15,14,2.58,4.67,
"10.1109/tnsre.2020.3028327","Closed",0,0,,0,
"10.1109/tnsre.2020.3039202","Closed",6,6,1.09,1.86,
"10.1109/tnsre.2021.3052187","All OA; Hybrid",1,1,,0.5,
"10.1109/tnsre.2022.3169962","All OA; Hybrid",3,3,,,
"10.1109/tnsre.2022.3193714","All OA; Hybrid",1,1,,,
"10.1109/tnsre.2022.3196501","All OA; Hybrid",0,0,,,
"10.1109/tvcg.2019.2958332","Closed",10,8,1.72,8.22,"4 Quality Education"
"10.1109/tvcg.2021.3099115","Closed",3,3,,,
"10.1111/1346-8138.15272","All OA; Hybrid",0,0,,0,
"10.1111/1346-8138.15383","Closed",1,1,0.15,0.47,
"10.1111/1346-8138.16216","Closed",0,0,,0,
"10.1111/1346-8138.16219","Closed",0,0,,0,
"10.1111/1348-0421.12800","All OA; Bronze",4,4,0.47,0.91,
"10.1111/1440-1681.13490","Closed",6,6,1.4,3.75,
"10.1111/1440-1681.13710","Closed",0,0,,,
"10.1111/1460-6984.12561","Closed",8,8,0.71,13.42,
"10.1111/1460-6984.12717","All OA; Green",0,0,,,"3 Good Health and Well Being"
"10.1111/1744-9987.12864","Closed",5,4,0.54,2.03,
"10.1111/1744-9987.13703","Closed",4,4,,3.21,
"10.1111/1756-185x.13804","Closed",8,7,1,3.75,
"10.1111/1756-185x.13859","Closed",15,14,2.68,7.03,"3 Good Health and Well Being"
"10.1111/1756-185x.13965","Closed",1,1,,0.34,
"10.1111/1756-185x.14103","Closed",6,6,1.19,4.82,
"10.1111/1756-185x.14427","Closed",0,0,,,
"10.1111/aas.14062","All OA; Green",6,6,,,"3 Good Health and Well Being"
"10.1111/acel.13335","All OA; Gold",24,24,3.61,8.39,
"10.1111/acel.13440","All OA; Gold",2,2,0.44,0.81,"3 Good Health and Well Being"
"10.1111/acel.13630","All OA; Gold",4,4,,,
"10.1111/ahg.12342","All OA; Green",24,21,2.02,4.98,
"10.1111/all.15449","All OA; Green",6,6,,,
"10.1111/ane.13152","All OA; Gold",25,14,2.9,10.18,
"10.1111/ane.13159","Closed",3,2,0.19,1.06,
"10.1111/ane.13175","All OA; Gold",2,1,0.34,0.71,
"10.1111/ane.13184","All OA; Gold",1,1,0.11,0.35,
"10.1111/ane.13185","All OA; Gold",17,10,2.06,3.92,
"10.1111/ane.13191","All OA; Gold",14,11,2.01,4.97,"3 Good Health and Well Being"
"10.1111/ane.13203","All OA; Gold",6,3,0.62,2.81,
"10.1111/ane.13223","All OA; Gold",24,18,2.38,9.13,
"10.1111/ane.13225","All OA; Gold",15,14,1.47,7.03,
"10.1111/ane.13235","All OA; Gold",0,0,,0,
"10.1111/ane.13236","All OA; Gold",12,11,2.32,4.56,"3 Good Health and Well Being"
"10.1111/ane.13243","All OA; Gold",15,11,1.97,7.03,
"10.1111/ane.13244","All OA; Gold",7,6,0.94,2.66,"3 Good Health and Well Being"
"10.1111/ane.13250","All OA; Gold",6,6,0.19,2.81,
"10.1111/ane.13265","All OA; Gold",8,8,1.11,3.75,
"10.1111/ane.13280","All OA; Gold",2,2,0.27,0.94,"3 Good Health and Well Being"
"10.1111/ane.13282","All OA; Gold",6,6,0.5,2.91,
"10.1111/ane.13288","All OA; Gold",7,6,0.86,2.66,
"10.1111/ane.13289","All OA; Gold",19,16,3.04,7.23,
"10.1111/ane.13295","All OA; Gold",8,8,0.96,3.04,
"10.1111/ane.13301","All OA; Gold",14,13,1.76,6.56,
"10.1111/ane.13313","All OA; Gold",4,4,0.67,1.17,
"10.1111/ane.13314","All OA; Gold",3,3,0.34,1.14,
"10.1111/ane.13329","All OA; Gold",2,2,0.74,0.76,
"10.1111/ane.13344","All OA; Gold",6,6,0.87,2.81,
"10.1111/ane.13385","All OA; Gold",1,1,0.41,0.38,
"10.1111/ane.13400","All OA; Green",1,1,0.23,0.8,
"10.1111/ane.13401","All OA; Gold",14,14,2.22,5.06,
"10.1111/ane.13411","All OA; Gold",7,7,1.95,4.6,
"10.1111/ane.13441","All OA; Gold",0,0,,0,
"10.1111/ane.13448","All OA; Gold",9,9,2.64,5.91,"3 Good Health and Well Being"
"10.1111/ane.13453","All OA; Gold",11,11,1.88,7.22,"3 Good Health and Well Being"
"10.1111/ane.13497","Closed",6,6,0.99,3.94,
"10.1111/ane.13514","All OA; Gold",0,0,,0,
"10.1111/ane.13516","Closed",5,5,,4.02,
"10.1111/ane.13538","Closed",6,6,2.63,5.32,
"10.1111/ane.13540","All OA; Gold",2,2,,1.61,
"10.1111/ane.13553","All OA; Gold",0,0,,0,
"10.1111/ane.13554","All OA; Gold",1,1,,0.66,
"10.1111/ane.13559","Closed",6,6,2.1,3.94,"3 Good Health and Well Being"
"10.1111/ane.13574","All OA; Gold",2,2,,,
"10.1111/ane.13582","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.1111/ane.13664","All OA; Gold",1,1,,,
"10.1111/ane.13671","All OA; Gold",0,0,,,
"10.1111/ane.13697","Closed",1,1,,,
"10.1111/ane.13704","All OA; Green",0,0,,,
"10.1111/ane.13708","All OA; Gold",0,0,,,
"10.1111/ane.13709","All OA; Gold",0,0,,,"3 Good Health and Well Being"
"10.1111/aos.14270","All OA; Bronze",4,4,0.33,1.65,
"10.1111/aos.14325","All OA; Bronze",2,2,0.14,0.97,
"10.1111/aos.14463","All OA; Hybrid",4,4,0.64,1.94,
"10.1111/aos.14697","Closed",6,6,0.95,2.91,
"10.1111/apm.13073","Closed",6,6,0.63,1.51,
"10.1111/apm.13130","Closed",8,8,1.52,4.19,"3 Good Health and Well Being"
"10.1111/bcp.14198","All OA; Bronze",12,10,1.08,4.27,
"10.1111/bcp.14422","All OA; Hybrid",9,6,1.29,2.63,
"10.1111/bcp.14658","All OA; Hybrid",28,28,4.5,13.12,
"10.1111/bcp.14916","Closed",7,7,1.26,3.47,"3 Good Health and Well Being"
"10.1111/bcp.15071","All OA; Green",2,2,,0.99,
"10.1111/bcp.15231","All OA; Hybrid",0,0,,,"3 Good Health and Well Being"
"10.1111/bcpt.13381","All OA; Green",6,3,0.67,2.91,
"10.1111/bcpt.13765","All OA; Green",3,3,,,
"10.1111/biom.13160","Closed",4,4,0.21,2.36,
"10.1111/bjd.19229","Closed",17,15,3.42,4.27,
"10.1111/bjd.19899","All OA; Hybrid",6,6,1.15,4.83,
"10.1111/bjh.16644","Closed",6,3,0.4,3.72,
"10.1111/bjhp.12482","All OA; Hybrid",5,5,1.41,2.8,
"10.1111/bjhp.12495","Closed",8,8,2.57,4.49,"3 Good Health and Well Being"
"10.1111/bpa.12733","All OA; Hybrid",2,1,0.17,0.44,
"10.1111/bpa.12760","All OA; Hybrid",20,15,1.9,7.1,
"10.1111/bpa.12762","All OA; Green",12,7,1.17,4.94,
"10.1111/bpa.12800","All OA; Hybrid",16,14,1.58,5.68,
"10.1111/bpa.12813","All OA; Hybrid",33,23,2.63,15.47,"3 Good Health and Well Being"
"10.1111/bpa.12840","All OA; Hybrid",0,0,,0,
"10.1111/bpa.12841","All OA; Hybrid",59,49,4.27,14.83,
"10.1111/bpa.12869","All OA; Green",10,9,0.8,4.68,
"10.1111/bpa.12872","All OA; Hybrid",1,1,0.1,0.38,
"10.1111/bpa.12906","All OA; Hybrid",9,9,1.01,2.26,
"10.1111/bpa.12909","All OA; Hybrid",18,17,0.84,6.84,"3 Good Health and Well Being"
"10.1111/bpa.12910","All OA; Hybrid",4,3,0.28,1,
"10.1111/bpa.12916","All OA; Gold",9,9,1.69,7.23,
"10.1111/bpa.12920","All OA; Gold",4,4,0.69,2.52,
"10.1111/bpa.12930","All OA; Green",7,7,1.35,6.22,
"10.1111/bpa.12969","All OA; Green",8,8,1.17,2.89,
"10.1111/bpa.12994","All OA; Gold",2,2,0.61,0.72,"3 Good Health and Well Being"
"10.1111/bpa.13040","All OA; Green",3,3,,2.41,
"10.1111/bpa.13041","All OA; Green",1,1,,0.54,
"10.1111/bpa.13054","All OA; Gold",7,7,,,
"10.1111/bpa.13064","All OA; Green",2,2,,,
"10.1111/bpa.13136","All OA; Gold",0,0,,,
"10.1111/bph.15058","All OA; Bronze",6,6,0.84,1.87,
"10.1111/bph.15201","All OA; Green",11,10,1,2.76,
"10.1111/bph.15221","All OA; Green",19,18,3.09,5.56,"3 Good Health and Well Being"
"10.1111/bph.15351","All OA; Hybrid",14,14,2.41,6.92,
"10.1111/bph.15386","Closed",10,10,1.42,4.94,
"10.1111/bph.15477","All OA; Hybrid",13,13,5.79,6.43,
"10.1111/bph.15570","Closed",12,12,4.44,5.93,
"10.1111/brv.12815","All OA; Green",3,3,,1.05,
"10.1111/cdoe.12512","Closed",7,6,0.95,3.55,
"10.1111/cea.13741","All OA; Hybrid",6,6,1.47,2.81,
"10.1111/ced.14187","Closed",0,0,,0,
"10.1111/ced.14234","All OA; Bronze",3,3,0.56,1.41,
"10.1111/ced.14339","Closed",3,2,0.23,1.41,
"10.1111/ced.14426","Closed",1,1,,0.29,
"10.1111/ced.14699","Closed",1,1,0.88,0.8,
"10.1111/ced.14869","Closed",6,6,,3.98,
"10.1111/ced.15100","Closed",0,0,,,
"10.1111/cei.13448","All OA; Hybrid",8,6,0.59,2.01,
"10.1111/cei.13473","All OA; Hybrid",9,7,0.75,2.26,
"10.1111/cei.13487","All OA; Bronze",4,3,0.27,1.87,
"10.1111/cei.13495","All OA; Hybrid",153,145,10.97,38.42,"3 Good Health and Well Being"
"10.1111/cei.13572","All OA; Bronze",8,8,1.27,6.44,
"10.1111/cei.13596","All OA; Bronze",7,7,0.87,2.53,"3 Good Health and Well Being"
"10.1111/cei.13617","All OA; Bronze",3,3,0.8,2.41,
"10.1111/cei.13630","All OA; Bronze",5,5,1.14,4.02,
"10.1111/cei.13641","All OA; Hybrid",15,15,3.05,13.33,
"10.1111/cei.13656","All OA; Bronze",2,2,0.34,1.61,
"10.1111/cen.14616","Closed",2,2,,1.61,
"10.1111/ceo.13863","Closed",7,7,1.17,5.62,
"10.1111/cge.13942","Closed",4,4,0.51,1.65,
"10.1111/cns.13154","All OA; Gold",12,7,1.61,3.73,
"10.1111/cns.13393","All OA; Gold",0,0,,0,
"10.1111/cns.13456","All OA; Gold",3,3,0.4,0.91,
"10.1111/cns.13461","All OA; Gold",4,4,0.99,1.87,
"10.1111/cns.13470","All OA; Gold",15,15,1.64,4.53,
"10.1111/cns.13473","All OA; Gold",8,8,1.87,2.42,
"10.1111/cns.13538","All OA; Gold",6,6,1.52,2.81,
"10.1111/cns.13637","All OA; Green",1,1,0.25,0.8,
"10.1111/cns.13734","All OA; Green",6,6,1.71,4.83,
"10.1111/cns.13789","All OA; Gold",2,2,,,
"10.1111/cns.13791","All OA; Gold",16,16,,,
"10.1111/cns.13793","All OA; Green",7,7,2.41,2.53,
"10.1111/cns.13806","All OA; Gold",0,0,,,
"10.1111/cns.13815","All OA; Green",1,1,,,
"10.1111/cns.13841","All OA; Green",1,1,,,
"10.1111/cns.13948","All OA; Gold",0,0,,,
"10.1111/cod.14201","All OA; Hybrid",0,0,,,
"10.1111/cpr.13250","All OA; Green",3,3,,,
"10.1111/crj.13162","All OA; Hybrid",0,0,0.2,0,
"10.1111/ctr.14114","Closed",7,6,0.81,3.28,
"10.1111/cts.13108","All OA; Green",3,3,0.82,2.41,
"10.1111/cts.13166","All OA; Green",0,0,,0,
"10.1111/cts.13181","All OA; Gold",0,0,,0,
"10.1111/cts.13256","All OA; Gold",3,3,,,"3 Good Health and Well Being"
"10.1111/cts.13407","All OA; Gold",1,1,,,
"10.1111/cts.13417","All OA; Green",1,1,,,
"10.1111/cup.14069","Closed",0,0,,0,
"10.1111/cup.14077","All OA; Green",0,0,,0,
"10.1111/ddg.14448","Closed",4,4,0.98,3.22,
